question_id,iteration,pseudo_label_ok,query_shift_l2,l1_steps,l1_loss,l1_early_stopped,l2_updated,l2_loss,l2_kl_loss,l2_anchor_loss,l2_regularization_loss
3hop1__847420_720378_15538,1,True,1.1576789617538452,1,1.910457730293274,True,True,1.8265552520751953,1.8199611902236938,0.006594013422727585,0.0
3hop1__847420_720378_15538,2,True,1.2089992761611938,1,2.6185617446899414,True,True,2.255157470703125,2.2518348693847656,0.0032821116037666798,4.046968388138339e-05
2hop__623501_297043,1,True,0.01574394665658474,0,nan,True,True,3.355587959289551,3.3481314182281494,0.007456533145159483,0.0
2hop__623501_297043,2,True,1.2139886617660522,1,3.4072039127349854,True,True,3.071422815322876,3.067779779434204,0.0036025659646838903,4.0593629819341004e-05
2hop__606439_127399,1,True,1.2081928253173828,1,2.871778964996338,True,True,2.5158653259277344,2.5086236000061035,0.00724175525829196,0.0
2hop__606439_127399,2,True,0.021169520914554596,0,nan,True,True,2.9197475910186768,2.916226863861084,0.0034797906409949064,4.0955412259791046e-05
4hop1__146971_698949_157828_162309,1,True,1.2032309770584106,1,1.4294439554214478,True,True,0.9786351323127747,0.9751476049423218,0.0034875497221946716,0.0
4hop1__146971_698949_157828_162309,2,True,1.20432710647583,1,3.466028928756714,True,True,3.100935220718384,3.0990819931030273,0.0018124443013221025,4.0868751966627315e-05
4hop1__146971_698949_157828_162309,3,True,1.882154941558838,2,3.2068898677825928,True,True,2.958449125289917,2.95698881149292,0.0013708565384149551,8.940777479438111e-05
4hop1__146971_698949_157828_162309,4,True,2.3532826900482178,3,2.262314558029175,False,True,2.066755771636963,2.065463066101074,0.001159670646302402,0.0001331111998297274
4hop1__146971_698949_157828_162309,5,True,2.0886664390563965,3,1.5929219722747803,False,True,3.063380241394043,3.0619935989379883,0.0012030205689370632,0.00018358435772825032
4hop1__146971_698949_157828_162309,6,True,2.5073201656341553,3,2.4562482833862305,False,True,2.3277361392974854,2.3259458541870117,0.0015569765819236636,0.0002333206939511001
4hop1__146971_698949_157828_162309,7,True,2.5186927318573,3,2.543182611465454,False,True,3.193556070327759,3.1918153762817383,0.0014538908144459128,0.00028674662462435663
2hop__763380_74735,1,True,0.0158152487128973,0,nan,True,True,3.0708959102630615,3.0642848014831543,0.0066110119223594666,0.0
2hop__763380_74735,2,True,2.2835168838500977,3,2.8983712196350098,False,True,3.3413259983062744,3.338561534881592,0.00272373971529305,4.087938214070164e-05
2hop__763380_74735,3,True,2.2438302040100098,3,2.3188133239746094,False,True,2.045969009399414,2.044362783432007,0.001506921835243702,9.93175053736195e-05
2hop__763380_74735,4,True,2.2435951232910156,3,2.3058524131774902,False,True,2.0468435287475586,2.044842481613159,0.0018373836064711213,0.00016346540360245854
2hop__763380_74735,5,True,1.2034703493118286,1,3.466151237487793,True,True,3.329072952270508,3.327763080596924,0.0010739800054579973,0.00023582065477967262
2hop__763380_74735,6,True,1.2025856971740723,1,3.4452130794525146,True,True,2.4216434955596924,2.4202685356140137,0.001072865561582148,0.00030219077598303556
2hop__763380_74735,7,True,1.2012635469436646,1,3.466291904449463,True,True,2.3618080615997314,2.3603572845458984,0.0010787749197334051,0.0003720135136973113
2hop__35566_17873,1,True,1.208337426185608,1,3.450760841369629,True,True,3.1118993759155273,3.1060776710510254,0.005821671802550554,0.0
2hop__35566_17873,2,True,1.2128188610076904,1,3.4733972549438477,True,True,3.002110481262207,2.997281551361084,0.004788308870047331,4.0541603084420785e-05
2hop__35566_17873,3,True,2.3267526626586914,3,1.6850334405899048,False,True,1.8231914043426514,1.8215863704681396,0.0014794303569942713,0.0001256138930330053
2hop__35566_17873,4,True,1.202441930770874,1,3.4744746685028076,True,True,2.7274107933044434,2.725766181945801,0.0014275094727054238,0.00021718215430155396
2hop__35566_17873,5,True,1.2028206586837769,1,3.4778237342834473,True,True,3.108639717102051,3.106995105743408,0.0013365241466090083,0.00030799105297774076
2hop__35566_17873,6,True,2.340320110321045,3,2.5054028034210205,False,True,2.292741298675537,2.291142225265503,0.0012063398025929928,0.00039256326272152364
2hop__35566_17873,7,True,2.3762991428375244,3,3.252559185028076,False,True,2.3079066276550293,2.3061718940734863,0.0012608591932803392,0.0004738601855933666
3hop2__72083_92991_76291,1,True,1.2069929838180542,1,3.473602533340454,True,True,2.0947089195251465,2.091672897338867,0.003036141162738204,0.0
3hop2__72083_92991_76291,2,True,2.191169500350952,3,4.204732894897461,False,True,3.40944766998291,3.4078352451324463,0.001571676111780107,4.075743709108792e-05
2hop__135029_712629,1,True,1.2093008756637573,1,2.840059757232666,True,True,2.630469799041748,2.6250884532928467,0.005381235387176275,0.0
2hop__135029_712629,2,True,2.412322998046875,3,2.1463394165039062,False,True,2.9014406204223633,2.898650646209717,0.0027488749474287033,4.099703801330179e-05
2hop__284789_52835,1,True,0.019200097769498825,0,nan,True,True,3.19392991065979,3.1844754219055176,0.00945450272411108,0.0
2hop__284789_52835,2,True,1.2073496580123901,1,2.5506718158721924,True,True,2.3718552589416504,2.36702823638916,0.004786322358995676,4.0871229430194944e-05
2hop__36269_73244,1,True,0.01869429647922516,0,nan,True,True,3.0845744609832764,3.0771548748016357,0.007419668138027191,0.0
2hop__36269_73244,2,True,1.2116467952728271,1,3.3893418312072754,True,True,3.0483806133270264,3.045692205429077,0.0026477130595594645,4.0720671677263454e-05
2hop__107185_64006,1,True,1.1461318731307983,1,2.40093731880188,True,True,2.352168083190918,2.3460888862609863,0.006079157814383507,0.0
2hop__107185_64006,2,True,1.2085009813308716,1,2.4981420040130615,True,True,2.3983073234558105,2.394954204559326,0.003312374697998166,4.0784416341921315e-05
2hop__107185_64006,3,True,1.2088840007781982,1,2.8094232082366943,True,True,2.389089345932007,2.386927843093872,0.002040685387328267,0.00012092330143786967
2hop__107185_64006,4,True,1.2104833126068115,1,2.9110498428344727,True,True,2.4095966815948486,2.407447338104248,0.001913946121931076,0.00023542559938505292
2hop__107185_64006,5,True,2.3776516914367676,3,2.9036378860473633,False,True,3.314154624938965,3.311546564102173,0.002217379165813327,0.0003908857179339975
2hop__107185_64006,6,True,2.310426712036133,3,2.988210678100586,False,True,3.04168963432312,3.0392346382141113,0.0019330583745613694,0.0005218593869358301
2hop__107185_64006,7,True,1.2123290300369263,1,3.467604398727417,True,True,2.2169089317321777,2.213615894317627,0.002643770771101117,0.0006491784006357193
2hop__703767_37168,1,True,1.2081886529922485,1,3.286457061767578,True,True,3.216301202774048,3.2063097953796387,0.009991387836635113,0.0
2hop__703767_37168,2,True,2.249262809753418,3,3.024456262588501,False,True,3.2673168182373047,3.2634963989257812,0.0037795526441186666,4.066103065269999e-05
2hop__6827_75783,1,True,0.020530810579657555,0,nan,True,True,2.5085642337799072,2.499713659286499,0.00885065644979477,0.0
2hop__6827_75783,2,True,0.024823080748319626,0,nan,True,True,3.200460910797119,3.1971001625061035,0.003319913987070322,4.0656159399077296e-05
3hop1__831499_228453_10972,1,True,2.462088108062744,3,2.0139100551605225,False,True,2.5601398944854736,2.5534722805023193,0.006667552050203085,0.0
3hop1__831499_228453_10972,2,True,1.2053757905960083,1,3.041109323501587,True,True,2.226978302001953,2.2223076820373535,0.004629789385944605,4.081265433342196e-05
2hop__551235_310309,1,True,1.2089110612869263,1,3.385283946990967,True,True,2.872239112854004,2.865795135498047,0.006443922407925129,0.0
2hop__551235_310309,2,True,2.086639642715454,3,3.4570727348327637,False,True,2.0670409202575684,2.0639748573303223,0.003024779027327895,4.127613647142425e-05
3hop1__241001_568433_51423,1,True,2.0762674808502197,3,4.14855432510376,False,True,3.623250722885132,3.6156816482543945,0.007569001521915197,0.0
3hop1__241001_568433_51423,2,True,0.011309904046356678,0,nan,True,True,1.0458770990371704,1.0429506301879883,0.0028859241865575314,4.047318725497462e-05
3hop1__241001_568433_51423,3,True,2.1447603702545166,3,1.1635165214538574,False,True,1.2119817733764648,1.2099205255508423,0.0019578717183321714,0.00010340395238017663
3hop1__241001_568433_51423,4,True,1.2016510963439941,1,3.487163543701172,True,True,3.276137590408325,3.2746548652648926,0.0013110017171129584,0.00017175410175696015
3hop1__241001_568433_51423,5,True,1.2012758255004883,1,3.499438762664795,True,True,2.6448822021484375,2.643491744995117,0.001163941458798945,0.00022661610273644328
3hop1__241001_568433_51423,6,True,2.2472305297851562,3,2.262664556503296,False,True,2.154597759246826,2.1535143852233887,0.0008068704046308994,0.00027657553437165916
3hop1__241001_568433_51423,7,True,1.2038025856018066,1,3.479904890060425,True,True,3.0635440349578857,3.062321901321411,0.0008954871445894241,0.0003265917475800961
2hop__88834_356793,1,True,1.203529715538025,1,2.690220832824707,True,True,2.307070255279541,2.300205707550049,0.006864608731120825,0.0
2hop__88834_356793,2,True,2.363880157470703,3,2.6848719120025635,False,True,3.0985612869262695,3.095827579498291,0.0026926074642688036,4.106563937966712e-05
2hop__88834_356793,3,True,1.2033414840698242,1,3.3808906078338623,True,True,3.2475996017456055,3.2452213764190674,0.0022782981395721436,9.997448069043458e-05
2hop__88834_356793,4,True,1.2044956684112549,1,3.4914650917053223,True,True,2.398919105529785,2.3967230319976807,0.002030775183811784,0.00016522096120752394
2hop__88834_356793,5,True,1.8829294443130493,3,1.4635621309280396,False,True,1.2719045877456665,1.2700096368789673,0.0016575930640101433,0.00023731713008601218
2hop__156700_63853,1,True,0.017340518534183502,0,nan,True,True,3.1154303550720215,3.1086769104003906,0.006753419525921345,0.0
2hop__156700_63853,2,True,2.6442642211914062,3,1.6151926517486572,False,True,2.3663761615753174,2.363903284072876,0.002432073699310422,4.0820468711899593e-05
2hop__75781_512508,1,True,0.016306187957525253,0,nan,True,True,3.2293591499328613,3.2238969802856445,0.005462084896862507,0.0
2hop__75781_512508,2,True,2.4557278156280518,3,1.7835099697113037,False,True,2.435094118118286,2.4323606491088867,0.0026922577526420355,4.114494731766172e-05
2hop__30905_189318,1,True,1.2083957195281982,1,3.2814996242523193,True,True,3.1610465049743652,3.1564199924468994,0.00462660426273942,0.0
2hop__30905_189318,2,True,1.2112044095993042,1,3.375831365585327,True,True,3.21144962310791,3.2083277702331543,0.0030811151955276728,4.0811810322338715e-05
2hop__249867_557232,1,True,0.02048530802130699,0,nan,True,True,2.9933815002441406,2.98532772064209,0.00805366039276123,0.0
2hop__249867_557232,2,True,0.024043478071689606,0,nan,True,True,3.3794872760772705,3.3726625442504883,0.006783836986869574,4.10009415645618e-05
4hop1__152146_5274_458768_33637,1,True,2.290757417678833,3,3.4723551273345947,False,True,2.134462594985962,2.1297757625579834,0.004686729516834021,0.0
4hop1__152146_5274_458768_33637,2,True,1.2023144960403442,1,3.1420414447784424,True,True,1.699506163597107,1.6975327730178833,0.0019330704817548394,4.035207530250773e-05
4hop1__152146_5274_458768_33637,3,True,1.2069604396820068,1,3.4937617778778076,True,True,3.3059780597686768,3.3040571212768555,0.001818094402551651,0.00010281013237545267
4hop1__152146_5274_458768_33637,4,True,2.5556812286376953,3,2.6498610973358154,False,True,3.3517227172851562,3.349919080734253,0.0016331454971805215,0.00017039268277585506
4hop1__152146_5274_458768_33637,5,True,1.2124847173690796,1,3.453111410140991,True,True,3.268091917037964,3.26629900932312,0.0015525819035246968,0.0002404079568805173
4hop1__152146_5274_458768_33637,6,True,2.5942869186401367,3,1.6851880550384521,False,True,2.2840352058410645,2.282182455062866,0.0015242107911035419,0.00032863236265257
4hop1__152146_5274_458768_33637,7,True,1.2141954898834229,1,3.446648359298706,True,True,1.8966000080108643,1.8934853076934814,0.0027012787759304047,0.0004133770416956395
3hop1__480375_709625_84283,1,True,1.2082513570785522,1,3.2943294048309326,True,True,2.963993787765503,2.955244779586792,0.008748906664550304,0.0
3hop1__480375_709625_84283,2,True,2.0400497913360596,2,1.8653193712234497,True,True,1.8971147537231445,1.8929028511047363,0.0041709705255925655,4.092491144547239e-05
3hop1__480375_709625_84283,3,True,2.3618087768554688,3,1.8990275859832764,False,True,2.3177573680877686,2.3140645027160645,0.0035895302426069975,0.00010326066694688052
3hop1__480375_709625_84283,4,True,2.0481724739074707,3,1.7091928720474243,False,True,1.4188642501831055,1.4163665771484375,0.0023253837134689093,0.00017229342483915389
3hop1__480375_709625_84283,5,True,2.161257028579712,3,1.3016022443771362,False,True,0.8379642963409424,0.8359836339950562,0.0017378783086314797,0.00024277657212223858
3hop1__480375_709625_84283,6,True,2.328249216079712,3,2.770456075668335,False,True,3.2883126735687256,3.286240339279175,0.0017617583507671952,0.00031057768501341343
3hop1__480375_709625_84283,7,True,2.0628621578216553,2,3.5182812213897705,True,True,3.43257999420166,3.4299674034118652,0.0022425649221986532,0.0003700742090586573
3hop2__668732_467331_162182,1,True,0.016883619129657745,0,nan,True,True,3.162888765335083,3.1567673683166504,0.00612146919593215,0.0
3hop2__668732_467331_162182,2,True,1.2138665914535522,1,3.481252908706665,True,True,3.197624921798706,3.1952064037323,0.002377789933234453,4.067614645464346e-05
4hop1__58323_375563_161848_61344,1,True,1.204599380493164,1,3.3660154342651367,True,True,3.26462984085083,3.259671211242676,0.004958593286573887,0.0
4hop1__58323_375563_161848_61344,2,True,0.8622709512710571,1,1.0772218704223633,True,True,0.8668548464775085,0.8640294671058655,0.00278452062048018,4.085066757397726e-05
2hop__72660_319330,1,True,0.01288557518273592,0,nan,True,True,2.9772908687591553,2.972409248352051,0.0048816874623298645,0.0
2hop__72660_319330,2,True,2.3597044944763184,3,1.3378212451934814,False,True,1.405136227607727,1.4033739566802979,0.0017210852820426226,4.1136707295663655e-05
2hop__72660_319330,3,True,2.4686927795410156,3,3.092236042022705,False,True,3.3066670894622803,3.305055618286133,0.0015040002763271332,0.00010747505439212546
2hop__72660_319330,4,True,1.900207757949829,2,2.9912588596343994,True,True,2.646113157272339,2.6448590755462646,0.001079507521353662,0.00017461947572883219
2hop__72660_319330,5,True,1.203083872795105,1,3.4417004585266113,True,True,3.0257375240325928,3.023597240447998,0.0018992346012964845,0.0002410834567854181
2hop__72660_319330,6,True,1.2031745910644531,1,3.1656041145324707,True,True,2.6981282234191895,2.6965489387512207,0.0012777935480698943,0.0003016025002580136
2hop__72660_319330,7,True,1.200322151184082,1,2.57035231590271,True,True,0.9454433917999268,0.9438711404800415,0.0012074689147993922,0.0003648010897450149
3hop2__782397_223623_162182,1,True,0.015005561523139477,0,nan,True,True,3.0986955165863037,3.092348337173462,0.006347279530018568,0.0
3hop2__782397_223623_162182,2,True,1.2041338682174683,1,3.288054943084717,True,True,2.7355458736419678,2.732450246810913,0.003055028384551406,4.056894613313489e-05
3hop2__782397_223623_162182,3,True,1.202575922012329,1,3.473897933959961,True,True,3.064669609069824,3.0627663135528564,0.0018021495779976249,0.00010104367538588122
3hop2__782397_223623_162182,4,True,1.2050200700759888,1,2.9784767627716064,True,True,2.8418052196502686,2.839359760284424,0.0022768459748476744,0.00016863070777617395
3hop2__782397_223623_162182,5,True,2.4657230377197266,3,2.8676717281341553,False,True,2.4068760871887207,2.4053735733032227,0.0012514559784904122,0.0002510034537408501
3hop2__782397_223623_162182,6,True,2.5363306999206543,3,2.6713812351226807,False,True,3.150411367416382,3.1486318111419678,0.0014393870951607823,0.0003402756410650909
3hop2__782397_223623_162182,7,True,2.460358142852783,3,2.224687337875366,False,True,2.4827380180358887,2.4806904792785645,0.001620636903680861,0.0004268980410415679
2hop__536283_67465,1,True,1.2082706689834595,1,3.1374104022979736,True,True,2.408224105834961,2.399287462234497,0.008936543948948383,0.0
2hop__536283_67465,2,True,0.021499283611774445,0,nan,True,True,3.1971590518951416,3.193033218383789,0.0040847244672477245,4.098137651453726e-05
4hop3__238811_88460_30152_20999,1,True,0.01396559551358223,0,nan,True,True,3.2621562480926514,3.2558279037475586,0.006328423507511616,0.0
4hop3__238811_88460_30152_20999,2,True,0.01916302926838398,0,nan,True,True,3.3148670196533203,3.3123788833618164,0.002447020262479782,4.099370198673569e-05
4hop3__238811_88460_30152_20999,3,True,0.027276979759335518,0,nan,True,True,3.3106563091278076,3.3089051246643066,0.0016175661003217101,0.00013350407243706286
4hop3__238811_88460_30152_20999,4,True,0.03808974847197533,0,nan,True,True,3.336872100830078,3.335150718688965,0.0014441258972510695,0.00027723770472221076
4hop3__238811_88460_30152_20999,5,True,1.209707260131836,1,2.877108335494995,True,True,2.1759374141693115,2.173304796218872,0.0021594304125756025,0.00047320639714598656
4hop3__238811_88460_30152_20999,6,True,0.05491119995713234,0,nan,True,True,3.2831227779388428,3.2799580097198486,0.0025001438334584236,0.0006646871333941817
4hop3__238811_88460_30152_20999,7,True,0.07086598873138428,0,nan,True,True,3.28117036819458,3.2766120433807373,0.0036420158576220274,0.0009161909692920744
2hop__15416_58040,1,True,1.2033802270889282,1,3.515735626220703,True,True,3.220526933670044,3.2095837593078613,0.010943201370537281,0.0
2hop__15416_58040,2,True,1.205466389656067,1,2.5992865562438965,True,True,2.486656427383423,2.48283314704895,0.003782157553359866,4.095348413102329e-05
3hop1__662618_339990_54675,1,True,1.2061173915863037,1,2.942004919052124,True,True,2.429182767868042,2.421051025390625,0.008131778798997402,0.0
3hop1__662618_339990_54675,2,True,1.206820011138916,1,3.312319040298462,True,True,2.822946310043335,2.820359945297241,0.0025455181021243334,4.080716462340206e-05
2hop__149710_108549,1,True,0.01776263676583767,0,nan,True,True,3.0314269065856934,3.0199904441833496,0.01143641583621502,0.0
2hop__149710_108549,2,True,0.022715527564287186,0,nan,True,True,3.197824478149414,3.1929683685302734,0.004814931657165289,4.115963383810595e-05
3hop1__104762_24918_24991,1,True,1.2056183815002441,1,2.5786449909210205,True,True,2.5269546508789062,2.5227091312408447,0.004245530813932419,0.0
3hop1__104762_24918_24991,2,True,1.2075685262680054,1,3.254094123840332,True,True,2.6537256240844727,2.6512956619262695,0.0023891457822173834,4.084778993274085e-05
3hop1__21282_692112_236857,1,True,1.2105389833450317,1,3.2518699169158936,True,True,2.5833899974823,2.578782320022583,0.0046076406724750996,0.0
3hop1__21282_692112_236857,2,True,1.213322639465332,1,3.403620481491089,True,True,2.231269121170044,2.228868246078491,0.0023602002765983343,4.082256418769248e-05
2hop__30390_92972,1,True,0.014217761345207691,0,nan,True,True,3.3478827476501465,3.3374388217926025,0.010443830862641335,0.0
2hop__30390_92972,2,True,1.2116875648498535,1,3.4328441619873047,True,True,3.2447314262390137,3.2417359352111816,0.002954398049041629,4.089853973709978e-05
2hop__30390_92972,3,True,1.2141096591949463,1,3.4919016361236572,True,True,3.096134662628174,3.093510150909424,0.0025056677404791117,0.00011877489305334166
2hop__147171_27537,1,True,0.01723114587366581,0,nan,True,True,3.2885708808898926,3.2814993858337402,0.007071401923894882,0.0
2hop__147171_27537,2,True,0.02104455791413784,0,nan,True,True,3.1206552982330322,3.1168408393859863,0.00377367134205997,4.079218706465326e-05
2hop__147171_27537,3,True,1.218583345413208,1,3.5079116821289062,True,True,3.0943381786346436,3.091695547103882,0.002517782850190997,0.00012484719627536833
2hop__147171_27537,4,True,2.371181011199951,3,2.4059293270111084,False,True,2.5969581604003906,2.5950608253479004,0.0016568430000916123,0.0002405865816399455
2hop__147171_27537,5,True,1.203986406326294,1,3.2312228679656982,True,True,2.914705276489258,2.911841869354248,0.0025022525805979967,0.00036124573671258986
2hop__147171_27537,6,True,2.541250467300415,3,2.6958420276641846,False,True,3.40023136138916,3.3981409072875977,0.001615174114704132,0.00047527020797133446
2hop__147171_27537,7,True,2.3487305641174316,3,1.9617948532104492,False,True,2.9140613079071045,2.9109714031219482,0.0025090870913118124,0.0005806889967061579
3hop1__707569_228453_10972,1,True,1.2071876525878906,1,3.3472745418548584,True,True,2.620048761367798,2.6129186153411865,0.007130198180675507,0.0
3hop1__707569_228453_10972,2,True,2.365032434463501,3,1.8049280643463135,False,True,1.6053966283798218,1.602725863456726,0.0026301161851733923,4.0688133594812825e-05
3hop1__707569_228453_10972,3,True,1.8022700548171997,2,1.9960304498672485,True,True,1.663369059562683,1.661758542060852,0.0014984974404796958,0.00011207054922124371
3hop1__707569_228453_10972,4,True,2.5401573181152344,3,2.0905489921569824,False,True,2.64264178276062,2.641245126724243,0.0012113748816773295,0.00018520712910685688
3hop1__707569_228453_10972,5,True,1.8235177993774414,3,0.9782631397247314,False,True,0.8237974047660828,0.822272539138794,0.0012623878428712487,0.00026247368077747524
3hop1__707569_228453_10972,6,True,1.2039189338684082,1,2.800485372543335,True,True,2.514285087585449,2.512490749359131,0.001455975230783224,0.00033840237301774323
3hop1__707569_228453_10972,7,True,2.4735000133514404,3,2.2225468158721924,False,True,2.191415548324585,2.189244508743286,0.0017610745271667838,0.0004100173246115446
3hop1__786632_831637_91775,1,True,1.2089601755142212,1,2.9041635990142822,True,True,2.679412603378296,2.67103910446167,0.008373414166271687,0.0
3hop1__786632_831637_91775,2,True,1.2117784023284912,1,3.0152223110198975,True,True,2.602783679962158,2.5994906425476074,0.0032524720299988985,4.0583534428151324e-05
3hop1__836699_15840_36002,1,True,0.016610344871878624,0,nan,True,True,2.862506151199341,2.8536009788513184,0.008905281312763691,0.0
3hop1__836699_15840_36002,2,True,0.022278329357504845,0,nan,True,True,3.102297306060791,3.0971508026123047,0.005106001161038876,4.0497234294889495e-05
3hop1__836699_15840_36002,3,True,0.030189739540219307,0,nan,True,True,3.2177298069000244,3.2151379585266113,0.0024720891378819942,0.00011978807742707431
3hop2__89048_228_66294,1,True,0.01515221782028675,0,nan,True,True,2.1879818439483643,2.1789731979370117,0.009008749388158321,0.0
3hop2__89048_228_66294,2,True,0.00871161837130785,0,nan,True,True,3.007397413253784,3.0044283866882324,0.0029280276503413916,4.1002273064805195e-05
3hop2__89048_228_66294,3,True,1.2055518627166748,1,2.6026597023010254,True,True,2.5889594554901123,2.5860464572906494,0.0028333445079624653,7.952288433443755e-05
3hop2__89048_228_66294,4,True,1.203540563583374,1,3.409705877304077,True,True,3.319074869155884,3.3167564868927,0.002181514399126172,0.00013679823314305395
3hop2__89048_228_66294,5,True,1.2061206102371216,1,3.462440013885498,True,True,3.2265830039978027,3.2245380878448486,0.001843928941525519,0.00020098865206819028
3hop2__89048_228_66294,6,True,2.4559743404388428,3,2.0284271240234375,False,True,2.9643547534942627,2.9629251956939697,0.0011541813146322966,0.00027525483164936304
3hop2__89048_228_66294,7,True,1.201369285583496,1,2.503828763961792,True,True,2.4312002658843994,2.429697275161743,0.0011464335257187486,0.0003567160456441343
2hop__43283_86694,1,True,0.013878779485821724,0,nan,True,True,2.192716598510742,2.1871535778045654,0.005563050974160433,0.0
2hop__43283_86694,2,True,1.2062504291534424,1,2.3247623443603516,True,True,2.1203505992889404,2.118757963180542,0.0015514475526288152,4.128521686652675e-05
2hop__43283_86694,3,True,1.2089577913284302,1,2.2502050399780273,True,True,2.0612616539001465,2.0595247745513916,0.001634355285204947,0.00010254702647216618
